"background","canvas_backend","clock_backend","cloud_visibility","color_backend","compensation","coordinates","count_LanguageChoice","count_convert_answers_to_english","count_experiment","count_experiment_loop","count_feedback_german","count_feedback_greek","count_german_experiment","count_greek_experiment","count_image_with_rating_scale","count_input_form_german","count_input_form_greek","count_instructions_german","count_instructions_greek","count_logger","count_process_language_variables","count_trial_sequence","count_welcome_screen_german","count_welcome_screen_greek","datetime","description","disable_garbage_collection","environment","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","goodbye","height","homeland","imageName","keyboard_backend","language","live_row","live_row_experiment_loop","logfile","mother_tongue","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_feedback_german","response_feedback_greek","response_time","response_time_feedback_german","response_time_feedback_greek","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","sun_visibility","time_LanguageChoice","time_convert_answers_to_english","time_experiment","time_experiment_loop","time_feedback_german","time_feedback_greek","time_german_experiment","time_greek_experiment","time_image_with_rating_scale","time_input_form_german","time_input_form_greek","time_instructions_german","time_instructions_greek","time_logger","time_process_language_variables","time_trial_sequence","time_welcome_screen_german","time_welcome_screen_greek","title","trialQuestion","uniform_coordinates","user_nationality","width"
"black","legacy","legacy","noclouds","legacy","0","uniform","0","1","0","1","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","Thu Sep 23 20:06:00 2021","The main experiment item","yes","beach","image_experiment.osexp","D:\Documents\Uni Kurse\Bachelorarbeit\Experiment","no","mono","no","24","no","white","no","7","no","Vielen Dank für Ihre Teilnahme am Experiment! Sie können nun das Fenster schließen.","768","de","beach_invisiblesun_noclouds.jpg","legacy","de","0","0","D:\Documents\Uni Kurse\Bachelorarbeit\Experiment\quickrun.csv","de","legacy","Lentiform Loewenfeld","3.3.9","0","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","999","odd","invisiblesun","NA","14740","3665","14740","NA","NA","6350","NA","15410","8072","NA","13329","NA","23835","6350","15409","6350","NA","My Experiment","Wie stark motiviert Sie das Bild dort hin zu reisen?","yes","de","1024"
