language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,fbclid,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
0.363920356,-0.292043457,1,0,0,1.8068,gr_flag,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,10,3.727,0.36574802,-0.419418606,1,0,0,next_trial_button,0,30,30,41,1,beach,invisiblesun,yesclouds,5,"1248.4394506866417,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,5,3.0779,0.344742432,-0.422872857,1,0,0,next_trial_button,0,31,31,21,1,landscape,invisiblesun,yesclouds,2,"750,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,7,5.8964,0.409384087,-0.425397678,1,0,0,next_trial_button,0,32,32,47,1,landscape,visiblesun,yesclouds,5,"666.6666666666666,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,4,2.5962,0.359140082,-0.402097304,1,0,0,next_trial_button,0,33,33,35,1,beach,visiblesun,yesclouds,4,"750,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,7,2.4956,0.378529867,-0.420914442,1,0,0,next_trial_button,0,34,34,1,1,beach,invisiblesun,yesclouds,0,"666.6666666666666,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,9,4.1936,0.362065701,-0.41877238,1,0,0,next_trial_button,0,35,35,17,1,beach,invisiblesun,yesclouds,2,"684.8635235732011,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,8,4.7755,0.321511366,-0.401478678,1,0,0,next_trial_button,0,36,36,31,1,landscape,visiblesun,yesclouds,3,"638.0622837370242,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,5,4.2125,0.347459581,-0.40379164,1,0,0,next_trial_button,0,37,37,34,1,beach,visiblesun,noclouds,4,"749.6251874062968,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,10,5.0826,0.386020915,-0.420720622,1,0,0,next_trial_button,0,38,38,0,1,beach,invisiblesun,noclouds,0,"750,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,9,4.512,0.402627224,-0.406360338,1,0,0,next_trial_button,0,39,39,45,1,landscape,invisiblesun,yesclouds,5,"749.6251874062968,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,8,5.2985,0.318518609,-0.39765096,1,0,0,next_trial_button,0,40,40,69,1,landscape,invisiblesun,yesclouds,8,"750,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,4,36.6003,0.460778809,-0.428673706,1,0,0,next_trial_button,0,41,41,2,1,beach,visiblesun,noclouds,0,"375,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,3,4.275,0.414713542,-0.431857842,1,0,0,next_trial_button,0,42,42,6,1,landscape,visiblesun,noclouds,0,"1413.8005159071367,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,4,2.5397,0.317584093,-0.392879028,1,0,0,next_trial_button,0,43,43,66,1,beach,visiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,4,2.6958,0.372600233,-0.416805013,1,0,0,next_trial_button,0,44,44,38,1,landscape,visiblesun,noclouds,4,"733.3333333333333,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,2,2.4949,0.413933241,-0.403018731,1,0,0,next_trial_button,0,45,45,30,1,landscape,visiblesun,noclouds,3,"346.3035019455253,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,6,3.867,0.419886475,-0.405568848,1,0,0,next_trial_button,0,46,46,26,1,beach,visiblesun,noclouds,3,"888.8888888888888,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,2,2.2982,0.468553331,-0.405539415,1,0,0,next_trial_button,0,47,47,68,1,landscape,invisiblesun,noclouds,8,"666.6666666666666,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,3,5.6515,0.422179498,-0.397167697,1,0,0,next_trial_button,0,48,48,54,1,landscape,visiblesun,noclouds,6,"695.0043821209465,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,7,3.233,0.420244141,-0.407578261,1,0,0,next_trial_button,0,49,49,78,1,landscape,visiblesun,noclouds,9,"666.6666666666666,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,8,3.3624,0.325301175,-0.387385254,1,0,0,next_trial_button,0,50,50,55,1,landscape,visiblesun,yesclouds,6,"749.8819083608881,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,4,3.1968,0.38595988,-0.428842163,1,0,0,next_trial_button,0,51,51,14,1,landscape,visiblesun,noclouds,1,"745.9919839679359,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,6,7.1543,0.36137424,-0.421374376,1,0,0,next_trial_button,0,52,52,52,1,landscape,invisiblesun,noclouds,6,"666.6666666666666,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,6,3.6447,0.401262885,-0.421302355,1,0,0,next_trial_button,0,53,53,20,1,landscape,invisiblesun,noclouds,2,"755.192878338279,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,8,2.2292,0.357778185,-0.395924615,1,0,0,next_trial_button,0,54,54,4,1,landscape,invisiblesun,noclouds,0,"1276.9171185127807,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,1,3.5116,0.467073432,-0.418633219,1,0,0,next_trial_button,0,55,55,76,1,landscape,invisiblesun,noclouds,9,"1056.6037735849056,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,5,2.6306,0.443770481,-0.415307888,1,0,0,next_trial_button,0,56,56,70,1,landscape,visiblesun,noclouds,8,"666.6666666666666,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,9,5.2157,0.447762044,-0.41413425,1,0,0,next_trial_button,0,57,57,57,1,beach,invisiblesun,yesclouds,7,"749.707488299532,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,4,1.9473,0.395344916,-0.395944553,1,0,0,next_trial_button,0,58,58,51,1,beach,visiblesun,yesclouds,6,"657.1279916753382,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,6,5.6312,0.354049208,-0.417249959,1,0,0,next_trial_button,0,59,59,18,1,beach,visiblesun,noclouds,2,"666.6666666666666,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,8,2.1089,0.429489204,-0.401406928,1,0,0,next_trial_button,0,60,60,73,1,beach,invisiblesun,yesclouds,9,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,3,4.9455,0.349210341,-0.425864326,1,0,0,next_trial_button,0,61,61,63,1,landscape,visiblesun,yesclouds,7,"331.94444444444446,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,7,4.2798,0.370696343,-0.391684502,1,0,0,next_trial_button,0,62,62,62,1,landscape,visiblesun,noclouds,7,"417.42389822807814,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,4,1.8276,0.472676595,-0.409099392,1,0,0,next_trial_button,0,63,63,27,1,beach,visiblesun,yesclouds,3,"752.8089887640449,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,4,2.5798,0.395229221,-0.407336358,1,0,0,next_trial_button,0,64,64,39,1,landscape,visiblesun,yesclouds,4,"749.7656982193065,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,8,4.5481,0.346133355,-0.411011081,1,0,0,next_trial_button,0,65,65,24,1,beach,invisiblesun,noclouds,3,"750.089190153407,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,4,3.2501,0.394564887,-0.413258599,1,0,0,next_trial_button,0,66,66,60,1,landscape,invisiblesun,noclouds,7,"666.7268134247564,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,1,1.9282,0.461431885,-0.411554837,1,0,0,next_trial_button,0,67,67,79,1,landscape,visiblesun,yesclouds,9,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,8,7.2868,0.358667806,-0.43396776,1,0,0,next_trial_button,0,68,68,61,1,landscape,invisiblesun,yesclouds,7,"500,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,4,5.6632,0.35424235,-0.436745131,1,0,0,next_trial_button,0,69,69,10,1,beach,visiblesun,noclouds,1,"747.0261697065821,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,2,2.6913,0.384111057,-0.434762505,1,0,0,next_trial_button,0,70,70,23,1,landscape,visiblesun,yesclouds,2,"767.97829036635,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,4,3.3284,0.362176921,-0.381171197,1,0,0,next_trial_button,0,71,71,49,1,beach,invisiblesun,yesclouds,6,"858.4474885844749,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,4,2.1102,0.349163005,-0.412246433,1,0,0,next_trial_button,0,72,72,59,1,beach,visiblesun,yesclouds,7,"888.9689978370584,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,4,2.2982,0.408618571,-0.42029853,1,0,0,next_trial_button,0,73,73,5,1,landscape,invisiblesun,yesclouds,0,"750.4690431519699,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-01_18h03.07.507,online_experiment,2021.1.4,MacIntel,60.0024001,IwAR3OefHsINwl9Cp4o7IIRkA3Gz7D5SVt6EdMVpono_UxMi4UzbKrUeLPLWo,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,821,1440,900,,,,,,,,5,3.3273,0.363669705,-0.437387017,1,0,0,next_trial_button,0,74,74,9,1,beach,invisiblesun,yesclouds,1,"750,500",
